album image,album_cover_url,album_title,album_url,album_url_copy,author,label,release_country,release_format,release_year
,http://s.pixogs.com/image/R-90-576817-1331884711.jpeg,Zungguzungguguzungguzeng,http://www.discogs.com/Yellowman-Zungguzungguguzungguzeng/master/84282,/Yellowman-Zungguzungguguzungguzeng/master/84282,Yellowman,Arrival,Jamaica,LP,1983
,http://s.pixogs.com/image/R-90-560965-1357166211-1683.jpeg,In Concert The Best Of,http://www.discogs.com/Jimmy-Cliff-In-Concert-The-Best-Of/release/560965,/Jimmy-Cliff-In-Concert-The-Best-Of/release/560965,Jimmy Cliff,Reprise Records,US,"LP, Album",1976
,http://s.pixogs.com/image/R-90-168281-1306772958.jpeg,Dub Chamber 3,http://www.discogs.com/Bill-Laswell-Dub-Chamber-3/master/15334,/Bill-Laswell-Dub-Chamber-3/master/15334,Bill Laswell,ROIR (Reachout International Records),US,"CD, Album",2000
,http://s.pixogs.com/image/R-90-1647789-1379035968-2222.jpeg,Waking Up With The House On Fire,http://www.discogs.com/Culture-Club-Waking-Up-With-The-House-On-Fire/release/1647789,/Culture-Club-Waking-Up-With-The-House-On-Fire/release/1647789,Culture Club,Epic|Virgin,US,"LP, Album",1984
,http://s.pixogs.com/image/R-90-617420-1139018653.jpeg,Studio One Soul 2,http://www.discogs.com/Various-Studio-One-Soul-2/master/160139,/Various-Studio-One-Soul-2/master/160139,Various,Soul Jazz Records,UK,"2xLP, Comp",2006
,http://s.pixogs.com/image/R-90-163696-1306322423.jpeg,War Ina Babylon,http://www.discogs.com/Max-Romeo-The-Upsetters-War-Ina-Babylon/release/163696,/Max-Romeo-The-Upsetters-War-Ina-Babylon/release/163696,"Max Romeo &|Upsetters, The",Island Records,UK,LP,1976
,http://s.pixogs.com/image/R-90-1546820-1283013075.jpeg,The Fittest Of The Fittest,http://www.discogs.com/Burning-Spear-The-Fittest-Of-The-Fittest/master/108176,/Burning-Spear-The-Fittest-Of-The-Fittest/master/108176,Burning Spear,Radic,UK,"LP, Album",1983
,http://s.pixogs.com/image/R-90-2320230-1276806143.jpeg,The Upsetter,http://www.discogs.com/Various-The-Upsetter/master/129937,/Various-The-Upsetter/master/129937,Various,Trojan Records,UK,"LP, Mono",1969
,http://s.pixogs.com/image/R-90-1307301-1293812692.jpeg,Legend - The Best Of Bob Marley And The Wailers,http://www.discogs.com/Bob-Marley-The-Wailers-Legend-The-Best-Of-Bob-Marley-The-Wailers/release/1307301,/Bob-Marley-The-Wailers-Legend-The-Best-Of-Bob-Marley-The-Wailers/release/1307301,Bob Marley & The Wailers,Island Records,Europe,"LP, Comp",
,http://s.pixogs.com/image/R-90-2448180-1284837267.jpeg,Wake Up!,http://www.discogs.com/John-Legend-and-Roots-Wake-Up/release/2448180,/John-Legend-and-Roots-Wake-Up/release/2448180,"John Legend and|Roots, The",G.O.O.D. Music|Columbia,US,"2xLP, Album",2010
,http://s.pixogs.com/image/R-90-1502583-1278688255.jpeg,Sons Of Thunder,http://www.discogs.com/Dr-Alimantado-Sons-Of-Thunder/master/91463,/Dr-Alimantado-Sons-Of-Thunder/master/91463,Dr. Alimantado,Greensleeves Records,UK,LP,1981
,http://s.pixogs.com/image/R-90-701357-1320588249.jpeg,Megaton Shotblast,http://www.discogs.com/De-Facto-Megaton-Shotblast/master/113794,/De-Facto-Megaton-Shotblast/master/113794,De Facto (2),Gold Standard Laboratories,US,CD,2001
,http://s.pixogs.com/image/R-90-1604831-1288982074.jpeg,Prisoner In The Street,http://www.discogs.com/Third-World-Prisoner-In-The-Street/master/121021,/Third-World-Prisoner-In-The-Street/master/121021,Third World,Island Records,US,"LP, Album",1980
,http://s.pixogs.com/image/R-90-222517-1364645933-4929.jpeg,Red,http://www.discogs.com/Black-Uhuru-Red/release/222517,/Black-Uhuru-Red/release/222517,Black Uhuru,Island Records,UK,"LP, Album",1981
,http://s.pixogs.com/image/R-90-769304-1202278520.jpeg,Rat In The Kitchen,http://www.discogs.com/UB40-Rat-In-The-Kitchen/release/769304,/UB40-Rat-In-The-Kitchen/release/769304,UB40,DEP International|DEP International,Europe,"LP, Album",1986
,http://s.pixogs.com/image/R-90-473881-1331393143.jpeg,Pay It All Back Volume Three,http://www.discogs.com/Various-Pay-It-All-Back-Volume-Three/master/54539,/Various-Pay-It-All-Back-Volume-Three/master/54539,Various,On-U Sound,UK,"CD, Comp",1991
,http://s.pixogs.com/image/R-90-681783-1222615269.jpeg,Macka Fat,http://www.discogs.com/Jackie-Mittoo-Macka-Fat/master/195170,/Jackie-Mittoo-Macka-Fat/master/195170,Jackie Mittoo,Studio One,Jamaica,"LP, Album",1971
,http://s.pixogs.com/image/R-90-1484452-1288816139.jpeg,Killer On The Rampage,http://www.discogs.com/Eddy-Grant-Killer-On-The-Rampage/release/1484452,/Eddy-Grant-Killer-On-The-Rampage/release/1484452,Eddy Grant,Portrait|ICE,US,"LP, Album",1982
,http://s.pixogs.com/image/R-90-4485547-1370831040-7445.jpeg,Aux Armes Et Cætera,http://www.discogs.com/Gainsbourg-Aux-Armes-Et-C%C3%A6tera/release/4485547,/Gainsbourg-Aux-Armes-Et-C%C3%A6tera/release/4485547,Gainsbourg*,Philips|Phonogram,France,"LP, Album",1979
,http://s.pixogs.com/image/R-90-552252-1187682775.jpeg,Labour Of Love II,http://www.discogs.com/UB40-Labour-Of-Love-II/release/552252,/UB40-Labour-Of-Love-II/release/552252,UB40,DEP International|Virgin,Europe,"LP, Album",1989
,http://s.pixogs.com/image/R-90-1350865-1331789633.jpeg,Jamaica Funk - Original Jamaican Funk And Soul 45's,http://www.discogs.com/Various-Jamaica-Funk-Original-Jamaican-Funk-And-Soul-45s/master/108345,/Various-Jamaica-Funk-Original-Jamaican-Funk-And-Soul-45s/master/108345,Various,Soul Jazz Records,UK,"2xLP, Comp",2007
,http://s.pixogs.com/image/R-90-2288975-1328804893.jpeg,Rappers Delight,http://www.discogs.com/Xanadu-2-Sweet-Lady-Rappers-Delight/master/249845,/Xanadu-2-Sweet-Lady-Rappers-Delight/master/249845,Xanadu (2) &|Sweet Lady,Joe Gibbs Record Globe,Jamaica,"12""",1979
,http://s.pixogs.com/image/R-90-519469-1126896327.jpeg,Uptown Top Ranking,http://www.discogs.com/Althea-Donna-Uptown-Top-Ranking/master/186967,/Althea-Donna-Uptown-Top-Ranking/master/186967,Althea & Donna,Front Line Records,UK,"LP, Album, RE",2001
,http://s.pixogs.com/image/R-90-2037140-1286409555.jpeg,Live Baionarena,http://www.discogs.com/Radio-Bemba-Manu-Chao-Live-Baionarena/master/222432,/Radio-Bemba-Manu-Chao-Live-Baionarena/master/222432,Radio Bemba* -|Manu Chao,Radio Bemba|Because Music,France,"3xLP, Album + DVD-V, 5.1",2009
,http://s.pixogs.com/image/R-90-2447990-1399453712-2836.jpeg,Distant Relatives,http://www.discogs.com/Nas-Damian-Marley-Distant-Relatives/release/2447990,/Nas-Damian-Marley-Distant-Relatives/release/2447990,Nas &|Damian Marley,Universal Republic,US,"2xLP, Album",2010
,http://s.pixogs.com/image/R-90-147817-1348133462-5672.jpeg,Killer On The Rampage,http://www.discogs.com/Eddy-Grant-Killer-On-The-Rampage/release/147817,/Eddy-Grant-Killer-On-The-Rampage/release/147817,Eddy Grant,ICE,UK,LP,1982
,http://s.pixogs.com/image/R-90-1389578-1364311213-4869.jpeg,Two Sevens Clash,http://www.discogs.com/Culture-Two-Sevens-Clash/release/1389578,/Culture-Two-Sevens-Clash/release/1389578,Culture,Lightning Records (2),UK,"LP, Album",1978
,http://s.pixogs.com/image/R-90-1486762-1232118737.jpeg,Roots And Wire,http://www.discogs.com/Deadbeat-Roots-And-Wire/release/1486762,/Deadbeat-Roots-And-Wire/release/1486762,Deadbeat,Wagon Repair,Canada,"CD, Album",2008
,http://s.pixogs.com/image/R-90-713595-1411690899-2044.jpeg,Unbehagen,http://www.discogs.com/Nina-Hagen-Band-Unbehagen/release/713595,/Nina-Hagen-Band-Unbehagen/release/713595,Nina Hagen Band,CBS|CBS,Europe,"LP, Album, RE",
,http://s.pixogs.com/image/R-90-559350-1131487074.jpeg,Próxima Estación... Esperanza,http://www.discogs.com/Manu-Chao-Pr%C3%B3xima-Estaci%C3%B3n-Esperanza/release/559350,/Manu-Chao-Pr%C3%B3xima-Estaci%C3%B3n-Esperanza/release/559350,Manu Chao,Virgin,France,"2xLP, Album, Gat",2001
,http://s.pixogs.com/image/R-90-1807792-1402422415-2035.jpeg,Wild Child,http://www.discogs.com/Untouchables-Wild-Child/master/157594,/Untouchables-Wild-Child/master/157594,"Untouchables, The (7)",Stiff Records,UK,"LP, Album, Die",1985
,http://s.pixogs.com/image/R-90-555099-1211905381.jpeg,Man In The Hills,http://www.discogs.com/Burning-Spear-Man-In-The-Hills/release/555099,/Burning-Spear-Man-In-The-Hills/release/555099,Burning Spear,Island Records,US,"LP, Album, Gat",1976
,http://s.pixogs.com/image/R-90-582852-1190387357.jpeg,Cut,http://www.discogs.com/Slits-Cut/release/582852,/Slits-Cut/release/582852,"Slits, The",Island Records,UK & Europe,"CD, Album, RE, RM",2000
,http://s.pixogs.com/image/R-90-553139-1307039037.jpeg,Open The Iron Gate 1973-1977,http://www.discogs.com/Max-Romeo-Open-The-Iron-Gate-1973-1977/master/260015,/Max-Romeo-Open-The-Iron-Gate-1973-1977/master/260015,Max Romeo,Blood & Fire,UK,"CD, Comp",1999
,http://s.pixogs.com/image/R-90-920890-1281974789.jpeg,The Devil In Sister George EP,http://www.discogs.com/Boy-George-The-Devil-In-Sister-George/master/71308,/Boy-George-The-Devil-In-Sister-George/master/71308,Boy George,Virgin|Virgin,UK,"CD, EP, Dig",1994
,http://s.pixogs.com/image/R-90-442671-1223989773.jpeg,Original Rockers,http://www.discogs.com/Augustus-Pablo-Original-Rockers/release/442671,/Augustus-Pablo-Original-Rockers/release/442671,Augustus Pablo,Greensleeves Records,UK,LP,1979
,http://s.pixogs.com/image/R-90-1995419-1275481563.jpeg,I And I Survive,http://www.discogs.com/Bad-Brains-I-And-I-Survive/master/199971,/Bad-Brains-I-And-I-Survive/master/199971,Bad Brains,Bad Brains Records,US,"12"", EP",1982
,http://s.pixogs.com/image/R-90-1551501-1227796071.jpeg,Dancehall: The Rise Of Jamaican Dancehall Culture Volume One,http://www.discogs.com/Various-Dancehall-The-Rise-Of-Jamaican-Dancehall-Culture-Volume-One/release/1551501,/Various-Dancehall-The-Rise-Of-Jamaican-Dancehall-Culture-Volume-One/release/1551501,Various,Soul Jazz Records,UK,"2xLP, Comp",2008
,http://s.pixogs.com/image/R-90-4381728-1393359851-4012.jpeg,Travelling Without Moving,http://www.discogs.com/Jamiroquai-Travelling-Without-Moving/release/4381728,/Jamiroquai-Travelling-Without-Moving/release/4381728,Jamiroquai,Music On Vinyl,Netherlands,"2xLP, Album, RE, RM, 180",2012
,http://s.pixogs.com/image/R-90-3228090-1321370812.jpeg,Labour Of Love,http://www.discogs.com/UB40-Labour-Of-Love/release/3228090,/UB40-Labour-Of-Love/release/3228090,UB40,DEP International|Virgin,Europe,"LP, Album",1983
,http://s.pixogs.com/image/R-90-578794-1410192704-5448.jpeg,Every Way But Loose / (Family Tree) Make A Change,http://www.discogs.com/Oneness-Of-Juju-Every-Way-But-Loose-Family-Tree-Make-A-Change/master/167650,/Oneness-Of-Juju-Every-Way-But-Loose-Family-Tree-Make-A-Change/master/167650,Oneness Of Juju,Sutra Records,US,"12""",1981
,http://s.pixogs.com/image/R-90-1298473-1207520269.jpeg,Soul Revolution,http://www.discogs.com/Bob-Marley-The-Wailers-Soul-Revolution/master/271661,/Bob-Marley-The-Wailers-Soul-Revolution/master/271661,Bob Marley & The Wailers,Maroon,Jamaica,"LP, Album",1971
,http://s.pixogs.com/image/R-90-503621-1152369056.jpeg,The Big Bean,http://www.discogs.com/Pigbag-The-Big-Bean/master/66426,/Pigbag-The-Big-Bean/master/66426,Pigbag,Y Records,UK,"7""",1982
,http://s.pixogs.com/image/R-90-1092187-1241719432.jpeg,Dasanudasa,http://www.discogs.com/Ras-Mandal-Reggae-Dasanudasa/master/69012,/Ras-Mandal-Reggae-Dasanudasa/master/69012,Ras Mandal Reggae,Gopal,France,"LP, Album",1980
,http://s.pixogs.com/image/R-90-2029726-1261332693.jpeg,Heavy Metal Dub,http://www.discogs.com/Scientist-Heavy-Metal-Dub/master/209000,/Scientist-Heavy-Metal-Dub/master/209000,Scientist,Clocktower Records,Canada,"CD, Album",
,http://s.pixogs.com/image/R-90-3002123-1323009497.jpeg,Bumpers,http://www.discogs.com/Various-Bumpers/master/364470,/Various-Bumpers/master/364470,Various,Island Records,France,2xLP,1970
,http://s.pixogs.com/image/R-90-752994-1322221240.jpeg,Cocaine In My Brain,http://www.discogs.com/Dillinger-Cocaine-In-My-Brain/master/7049,/Dillinger-Cocaine-In-My-Brain/master/7049,Dillinger,Jamaica Sound,UK,"12"", Whi",1979
,http://s.pixogs.com/image/R-90-3311781-1325244184.jpeg,Disco Devil / Keep On Moving,http://www.discogs.com/Lee-Perry-Full-Experiences-The-Bob-Marley-Wong-Chu-Disco-Devil-Keep-On-Mving/master/397193,/Lee-Perry-Full-Experiences-The-Bob-Marley-Wong-Chu-Disco-Devil-Keep-On-Mving/master/397193,"Lee Perry &|Full Experiences, The* /|Bob Marley &|Wong Chu",Upsetter,Jamaica,"12""",1977
,http://s.pixogs.com/image/R-90-537389-1128947208.jpeg,Uprising,http://www.discogs.com/Bob-Marley-The-Wailers-Uprising/release/537389,/Bob-Marley-The-Wailers-Uprising/release/537389,Bob Marley & The Wailers,Island Records,Canada,"LP, Album",1980
,http://s.pixogs.com/image/R-90-135438-1232531903.jpeg,Soul Freedom (Free Your Soul),http://www.discogs.com/Degrees-Of-Motion-Soul-Freedom-Free-Your-Soul/master/211708,/Degrees-Of-Motion-Soul-Freedom-Free-Your-Soul/master/211708,Degrees Of Motion,Esquire Records,US,"12""",1992
,http://s.pixogs.com/image/R-90-1057873-1278691020.jpeg,Protest,http://www.discogs.com/Bunny-Wailer-Protest/master/143549,/Bunny-Wailer-Protest/master/143549,Bunny Wailer,Island Records,UK,LP,1977
,http://s.pixogs.com/image/R-90-262345-1325394056.jpeg,Short Circuit - Live At The Electric Circus,http://www.discogs.com/Various-Short-Circuit-Live-At-The-Electric-Circus/release/262345,/Various-Short-Circuit-Live-At-The-Electric-Circus/release/262345,Various,Virgin,UK,"10"", Comp",1978
,http://s.pixogs.com/image/R-90-728193-1263293368.jpeg,Proverbial Reggae,http://www.discogs.com/Gladiators-Proverbial-Reggae/master/86865,/Gladiators-Proverbial-Reggae/master/86865,"Gladiators, The",Front Line Records,UK,LP,1978
,http://s.pixogs.com/image/R-90-552363-1144794852.jpeg,Chase The Devil,http://www.discogs.com/Max-Romeo-Chase-The-Devil/release/552363,/Max-Romeo-Chase-The-Devil/release/552363,Max Romeo,Charmax Music,Jamaica,"7"", RE",
,http://s.pixogs.com/image/R-90-2476871-1286194866.jpeg,No Letting Go,http://www.discogs.com/Wayne-Wonder-No-Letting-Go/master/132807,/Wayne-Wonder-No-Letting-Go/master/132807,Wayne Wonder,Atlantic|VP Records,UK,"CD, Single, Promo",2003
,http://s.pixogs.com/image/R-90-212526-1288197839.jpeg,Blackboard Jungle Dub,http://www.discogs.com/Upsetters-Blackboard-Jungle-Dub/release/212526,/Upsetters-Blackboard-Jungle-Dub/release/212526,"Upsetters, The",Clocktower Records,US,"LP, Album",1981
,http://s.pixogs.com/image/R-90-1963723-1294948069.jpeg,Shine Eye Gal,http://www.discogs.com/Shabba-Ranks-Featuring-Mykal-Rose-Shine-Eye-Gal/master/200093,/Shabba-Ranks-Featuring-Mykal-Rose-Shine-Eye-Gal/master/200093,Shabba Ranks Featuring|Mykal Rose*,Epic,Europe,"CD, Maxi",1995
,http://s.pixogs.com/image/R-90-1425709-1218670774.jpeg,Smalltown Boy (1991 Remix),http://www.discogs.com/Jimmy-Somerville-with-Bronski-Beat-Smalltown-Boy-1991-Remix/master/107582,/Jimmy-Somerville-with-Bronski-Beat-Smalltown-Boy-1991-Remix/master/107582,Jimmy Somerville with|Bronski Beat,London Records|London Records,Germany,"CD, Maxi",1991
,http://s.pixogs.com/image/R-90-2991739-1330776314.jpeg,Dedication,http://www.discogs.com/Zomby-Dedication/release/2991739,/Zomby-Dedication/release/2991739,Zomby,4AD,UK & US,"CD, Album",2011
,http://s.pixogs.com/image/R-90-1105294-1400939107-1847.jpeg,Confrontation,http://www.discogs.com/Bob-Marley-The-Wailers-Confrontation/release/1105294,/Bob-Marley-The-Wailers-Confrontation/release/1105294,Bob Marley & The Wailers,Island Records|Island Records,Europe,"LP, Album, Gat",1983
,http://s.pixogs.com/image/R-90-1634308-1297258749.jpeg,Babylon / Dubplate Fi Dem,http://www.discogs.com/Mungos-Hi-Fi-Babylon-Dubplate-Fi-Dem/master/70484,/Mungos-Hi-Fi-Babylon-Dubplate-Fi-Dem/master/70484,Mungo's Hi Fi*,Scrub A Dub,UK,"12""",2009
,http://s.pixogs.com/image/R-90-766883-1231200666.jpeg,UK Blak,http://www.discogs.com/Caron-Wheeler-UK-Blak/master/113213,/Caron-Wheeler-UK-Blak/master/113213,Caron Wheeler,RCA,UK,"CD, Album",1990
,http://s.pixogs.com/image/R-90-141848-1075490129.jpg,King Tubbys Meets Rockers Uptown,http://www.discogs.com/Augustus-Pablo-King-Tubbys-Meets-Rockers-Uptown/release/141848,/Augustus-Pablo-King-Tubbys-Meets-Rockers-Uptown/release/141848,Augustus Pablo,Clocktower Records,Canada,"LP, Album, RE",
,http://s.pixogs.com/image/R-90-560029-1152581757.jpeg,Fire House Rock,http://www.discogs.com/Wailing-Souls-Fire-House-Rock/master/161419,/Wailing-Souls-Fire-House-Rock/master/161419,Wailing Souls,Greensleeves Records,UK,"LP, Album",1981
,http://s.pixogs.com/image/R-90-183980-1372159550-3007.jpeg,Cry Tuff Dub Encounter Chapter 3,http://www.discogs.com/Prince-Far-I-Cry-Tuff-Dub-Encounter-Chapter-3/release/183980,/Prince-Far-I-Cry-Tuff-Dub-Encounter-Chapter-3/release/183980,Prince Far I,Pressure Sounds,UK,"LP, Album, RE",1996
,http://s.pixogs.com/image/R-90-680388-1258750967.jpeg,Mo' Roots,http://www.discogs.com/Taj-Mahal-Mo-Roots/release/680388,/Taj-Mahal-Mo-Roots/release/680388,Taj Mahal,Columbia,US,"LP, Album",1974
,http://s.pixogs.com/image/R-90-1684360-1236736405.jpeg,Baldhead Bridge,http://www.discogs.com/Culture-Baldhead-Bridge/master/109847,/Culture-Baldhead-Bridge/master/109847,Culture,Joe Gibbs Record Globe,Jamaica,LP,1980
,http://s.pixogs.com/image/R-90-1959382-1255083828.jpeg,Soul Revolution Part 2,http://www.discogs.com/Bob-Marley-The-Wailers-Soul-Revolution-Part-2/master/192201,/Bob-Marley-The-Wailers-Soul-Revolution-Part-2/master/192201,Bob Marley & The Wailers,Upsetter,Jamaica,"LP, Album",1971
,http://s.pixogs.com/image/R-90-381858-1289568730.jpeg,On My Radio,http://www.discogs.com/Selecter-On-My-Radio/release/381858,/Selecter-On-My-Radio/release/381858,"Selecter, The",Two-Tone Records,UK,"7"", Single",1979
,http://s.pixogs.com/image/R-90-185197-001.jpg,Nice Up The Dance,http://www.discogs.com/Various-Nice-Up-The-Dance/master/161279,/Various-Nice-Up-The-Dance/master/161279,Various,Soul Jazz Records,UK,"CD, Comp",2003
,http://s.pixogs.com/image/R-90-67927-1191599077.jpeg,Select Cuts From Blood & Fire,http://www.discogs.com/Various-Select-Cuts-From-Blood-Fire/master/54691,/Various-Select-Cuts-From-Blood-Fire/master/54691,Various,Select Cuts,Germany,"2xLP, Comp",2001
,http://s.pixogs.com/image/R-90-612739-1250521137.jpeg,Monkey Spanner,http://www.discogs.com/Dave-Ansel-Collins-Monkey-Spanner/master/167167,/Dave-Ansel-Collins-Monkey-Spanner/master/167167,Dave & Ansel Collins,Techniques,UK,"7"", Single",1971
,http://s.pixogs.com/image/R-90-34503-1298820934.jpeg,Control Data,http://www.discogs.com/Mark-Stewart-Control-Data/master/15773,/Mark-Stewart-Control-Data/master/15773,Mark Stewart,Mute,UK,"CD, Album",1996
,http://s.pixogs.com/image/R-90-614340-1253394861.jpeg,Back To Mine,http://www.discogs.com/Liam-Prodigy-Back-To-Mine/master/129135,/Liam-Prodigy-Back-To-Mine/master/129135,Liam Prodigy*,DMC,UK,"CD, Comp, Mixed",2006
,http://s.pixogs.com/image/R-90-473903-1118846681.jpg,Kiss The Future,http://www.discogs.com/Mark-Stewart-featuring-Maffia-The-Pop-Group-Kiss-The-Future/master/15809,/Mark-Stewart-featuring-Maffia-The-Pop-Group-Kiss-The-Future/master/15809,"Mark Stewart featuring|Maffia, The* &|Pop Group, The",Soul Jazz Records,UK,"CD, Comp",2005
,http://s.pixogs.com/image/R-90-1782855-1262108878.jpeg,The Liberty Of Norton Folgate,http://www.discogs.com/Madness-The-Liberty-Of-Norton-Folgate/master/181789,/Madness-The-Liberty-Of-Norton-Folgate/master/181789,Madness,Lucky Seven,UK,"CD, Album",2009
,http://s.pixogs.com/image/R-90-195140-1204809897.jpeg,Produced And Directed By The Upsetter,http://www.discogs.com/Lee-Perry-Produced-And-Directed-By-The-Upsetter/master/182589,/Lee-Perry-Produced-And-Directed-By-The-Upsetter/master/182589,Lee Perry,Pressure Sounds,UK,"2xLP, Comp",1998
,http://s.pixogs.com/image/R-90-3509316-1410358567-1747.jpeg,Rocket Juice & The Moon,http://www.discogs.com/Rocket-Juice-The-Moon-Rocket-Juice-The-Moon/release/3509316,/Rocket-Juice-The-Moon-Rocket-Juice-The-Moon/release/3509316,Rocket Juice & The Moon,Honest Jon's Records,UK & Europe,"2xLP, Album",2012
,http://s.pixogs.com/image/R-90-960924-1178108190.jpeg,The Soundcatcher,http://www.discogs.com/DJ-Vadim-The-Soundcatcher/release/960924,/DJ-Vadim-The-Soundcatcher/release/960924,DJ Vadim,BBE,UK,"2xLP, Album",2007
,http://s.pixogs.com/image/R-90-2360174-1280348101.jpeg,Congo,http://www.discogs.com/Congos-Congo/master/239155,/Congos-Congo/master/239155,Congos*,Congo Ashanty,Jamaica,"LP, Album",1979
,http://s.pixogs.com/image/R-90-2355930-1336482049.jpeg,Reggae Vibes,http://www.discogs.com/Love-Joys-Reggae-Vibes/master/241601,/Love-Joys-Reggae-Vibes/master/241601,Love Joys,Top Ranking International,US,LP,1981
,http://s.pixogs.com/image/R-90-3872114-1348633766-2967.jpeg,"Fac. Dance 02 - Factory Records 12"" Mixes & Rarities 1980-1987",http://www.discogs.com/Various-Fac-Dance-02-Factory-Records-12-Mixes-Rarities-1980-1987/master/470883,/Various-Fac-Dance-02-Factory-Records-12-Mixes-Rarities-1980-1987/master/470883,Various,Strut,UK,"2xCD, Comp, Dig",2012
,http://s.pixogs.com/image/R-90-1499806-1296852572.jpeg,Ganja / Flying,http://www.discogs.com/Bug-Ganja-Flying/master/19410,/Bug-Ganja-Flying/master/19410,"Bug, The",Ninja Tune,UK,"12"", Ltd",2008
,http://s.pixogs.com/image/R-90-1734855-1239974893.jpeg,Englishman,http://www.discogs.com/Barrington-Levy-Englishman/master/126288,/Barrington-Levy-Englishman/master/126288,Barrington Levy,Jah Life,Jamaica,LP,1979
,http://s.pixogs.com/image/R-90-306930-1395927328-1848.jpeg,Best Dressed Chicken In Town,http://www.discogs.com/Dr-Alimantado-Best-Dressed-Chicken-In-Town/release/306930,/Dr-Alimantado-Best-Dressed-Chicken-In-Town/release/306930,Dr. Alimantado,Keyman Records,UK,"LP, Album, RE",
,http://s.pixogs.com/image/R-90-109353-1290009360.jpeg,Drastic Season,http://www.discogs.com/African-Head-Charge-Drastic-Season/release/109353,/African-Head-Charge-Drastic-Season/release/109353,African Head Charge,On-U Sound,UK,"LP, Album",1983
,http://s.pixogs.com/image/R-90-1488087-1376171615-9476.jpeg,Calm Down,http://www.discogs.com/Cotti-Featuring-Doctor-Calm-Down/master/253851,/Cotti-Featuring-Doctor-Calm-Down/master/253851,Cotti Featuring|Doctor (2),Bass Face Recordings,UK,"12""",2008
,http://s.pixogs.com/image/R-90-2677729-1409373840-7051.jpeg,Soul-Limbo,http://www.discogs.com/Booker-T-The-MGs-Soul-Limbo/master/305539,/Booker-T-The-MGs-Soul-Limbo/master/305539,Booker T. & The M.G.'s*,Stax,US,"7"", Single",1968
,http://s.pixogs.com/image/R-90-636686-1141595317.jpeg,Live,http://www.discogs.com/Serge-Gainsbourg-Live/release/636686,/Serge-Gainsbourg-Live/release/636686,Serge Gainsbourg,Philips,France,2xLP,1986
,http://s.pixogs.com/image/R-90-118326-1348132646-2831.jpeg,This Is Ska,http://www.discogs.com/Longsy-Ds-House-Sound-This-Is-Ska/release/118326,/Longsy-Ds-House-Sound-This-Is-Ska/release/118326,Longsy D's House Sound*,Big One Records,UK,"12""",1989
,http://s.pixogs.com/image/R-90-736727-1189280751.jpeg,Planet Dub,http://www.discogs.com/Various-Planet-Dub/master/149313,/Various-Planet-Dub/master/149313,Various,Planet Dog,UK,"4xLP, Comp",1995
,http://s.pixogs.com/image/R-90-246294-1098301398.jpg,Junglero,http://www.discogs.com/Chopstick-Dubplate-Junglero/release/246294,/Chopstick-Dubplate-Junglero/release/246294,Chopstick Dubplate,Chopstick Dubplate,US,"10""",2003
,http://s.pixogs.com/image/R-90-2006515-1258128379.jpeg,Escape From Babylon,http://www.discogs.com/Alborosie-Escape-From-Babylon/master/228456,/Alborosie-Escape-From-Babylon/master/228456,Alborosie,Greensleeves Records,UK,"CD, Album",2009
,http://s.pixogs.com/image/R-90-1166807-1197634603.jpeg,"One, Two",http://www.discogs.com/Sister-Nancy-One-Two/master/180752,/Sister-Nancy-One-Two/master/180752,Sister Nancy,Techniques,Jamaica,"LP, Album",1982
,http://s.pixogs.com/image/R-90-764012-1187680576.jpeg,Labour Of Love,http://www.discogs.com/UB40-Labour-Of-Love/release/764012,/UB40-Labour-Of-Love/release/764012,UB40,DEP International|Virgin,Europe,"LP, Album",1983
,http://s.pixogs.com/image/R-90-58781-1231519559.jpeg,Just Landed,http://www.discogs.com/Burnt-Friedman-The-Nu-Dub-Players-Just-Landed/release/58781,/Burnt-Friedman-The-Nu-Dub-Players-Just-Landed/release/58781,Burnt Friedman & The Nu Dub Players,~scape,Germany,"CD, Album",2000
,http://s.pixogs.com/image/R-90-3188572-1320505211.jpeg,Fally Ranking (V.I.V.E.K Remix),http://www.discogs.com/Johnny-Osbourne-Fally-Ranking-VIVEK-Remix/master/420252,/Johnny-Osbourne-Fally-Ranking-VIVEK-Remix/master/420252,Johnny Osbourne,Greensleeves Records,UK,"12""",2011
,http://s.pixogs.com/image/R-90-334863-1230729350.jpeg,"The Greatest Hits, So Far",http://www.discogs.com/Public-Image-Ltd-The-Greatest-Hits-So-Far/release/334863,/Public-Image-Ltd-The-Greatest-Hits-So-Far/release/334863,Public Image Ltd*,Virgin,UK,"CD, Comp",1990
,http://s.pixogs.com/image/R-90-1315215-1250527465.jpeg,Sticks Man,http://www.discogs.com/Black-Slate-Sticks-Man/master/137063,/Black-Slate-Sticks-Man/master/137063,Black Slate,Slate (2),UK,"7""",1976
,http://s.pixogs.com/image/R-90-552644-1410350909-7525.jpeg,The Magical Light Of Saba,http://www.discogs.com/Cedric-Im-Brooks-Light-Of-Saba-The-Magical-Light-Of-Saba/release/552644,/Cedric-Im-Brooks-Light-Of-Saba-The-Magical-Light-Of-Saba/release/552644,"Cedric Im Brooks* &|Light Of Saba, The",Honest Jon's Records,UK,"2xLP, Comp",2003
,http://s.pixogs.com/image/R-90-26165-1175772937.jpeg,Language,http://www.discogs.com/23-Skidoo-Language/master/460040,/23-Skidoo-Language/master/460040,23 Skidoo,Illuminated Records,UK,"12"", Single",1984
